0.0,0.7521313935107038,0.7322834645669292,0.29153605015673983,0.0,0.7315356677120718,0.6595744680851063,0.2961783439490446,0.6362206754331772,0.612412279581173,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,1
0.0,0.7623502933847761,0.7352941176470589,0.31347962382445144,0.0,0.7478849407783418,0.6567164179104478,0.2802547770700637,0.6545273734562536,0.6278031315292714,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,2
0.0,0.7641454331109504,0.6220735785953178,0.5830721003134797,0.0,0.7443526571610248,0.589041095890411,0.5477707006369427,0.6609205977896117,0.6312039931365285,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,3
0.0,0.7244594485973797,0.6194029850746269,0.5203761755485894,0.0,0.7110694386067015,0.6234309623430963,0.4745222929936306,0.6287848508588001,0.6076520592505846,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,4
0.0,0.7635345497414463,0.6584362139917695,0.5015673981191222,0.0,0.7420058844450192,0.6255144032921811,0.4840764331210191,0.6578218658563788,0.6318441221984585,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,5
0.0,0.7527797872625459,0.6666666666666666,0.40752351097178685,0.0,0.7352107515061376,0.65,0.4140127388535032,0.636237395726942,0.6103010273640828,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,6
0.0,0.719416981485947,0.6376811594202898,0.41379310344827586,0.0,0.7060364059620421,0.6428571428571429,0.37261146496815284,0.6223135615609822,0.5960490511118341,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,7
0.0,0.7691182380837555,0.6626016260162602,0.5109717868338558,0.0,0.7514145300527013,0.6320346320346321,0.46496815286624205,0.666599376155259,0.6392938111545431,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,8
0.0,0.7716367923264476,0.6932773109243697,0.5172413793103449,0.0,0.753931046375031,0.6545454545454545,0.4585987261146497,0.6726069083093827,0.6408185133006947,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,9
0.0,0.7576507783404335,0.703125,0.4231974921630094,0.0,0.7405859657064029,0.6595744680851063,0.39490445859872614,0.645662823585105,0.6163601589671054,256,512,512,noperm,0.001,100,512,256,5,None,gru_att_512_on_alpha,10
